,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
367,O'Hare Chicago,2022-03-16T08:00:00,40.9,40.9,35.1,79.74,0.0,0.0,,0.0,0.0,8.1,0.3,13.0,1017.3,97.4,6.9,51.0,0.2,1.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
368,O'Hare Chicago,2022-03-16T09:00:00,45.1,42.7,38.9,78.86,0.0,0.0,,0.0,0.0,13.6,4.6,181.0,1016.7,88.7,7.9,131.0,0.5,1.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
369,O'Hare Chicago,2022-03-16T10:00:00,53.1,53.1,43.0,68.58,0.0,0.0,,0.0,0.0,17.0,6.0,179.0,1016.4,89.5,9.7,197.0,0.7,2.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
370,O'Hare Chicago,2022-03-16T11:00:00,60.2,60.2,44.1,55.2,0.0,0.0,,0.0,0.0,23.9,12.2,200.0,1015.8,89.5,9.8,319.0,1.1,3.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
371,O'Hare Chicago,2022-03-16T12:00:00,65.1,65.1,43.2,44.9,0.0,0.0,,0.0,0.0,25.3,15.8,217.0,1015.2,88.7,9.9,505.0,1.8,5.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
372,O'Hare Chicago,2022-03-16T13:00:00,67.8,67.8,44.0,42.27,0.0,0.0,,0.0,0.0,24.2,14.7,218.0,1014.2,55.0,9.9,526.0,1.9,5.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
373,O'Hare Chicago,2022-03-16T14:00:00,67.0,67.0,44.0,43.45,0.0,0.0,,0.0,0.0,27.2,15.3,199.0,1013.0,88.7,9.9,510.0,1.8,5.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
374,O'Hare Chicago,2022-03-16T15:00:00,68.1,68.1,43.2,40.5,0.0,0.0,,0.0,0.0,29.5,16.3,217.0,1011.9,88.7,9.9,448.0,1.6,4.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
375,O'Hare Chicago,2022-03-16T16:00:00,69.3,69.3,43.9,39.91,0.0,0.0,,0.0,0.0,29.1,18.2,218.0,1011.2,88.7,9.9,355.0,1.3,4.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
376,O'Hare Chicago,2022-03-16T17:00:00,68.1,68.1,43.1,40.32,0.0,0.0,,0.0,0.0,30.3,19.0,218.0,1010.6,55.0,9.9,301.0,1.1,3.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
377,O'Hare Chicago,2022-03-16T18:00:00,68.1,68.1,44.0,41.79,0.0,0.0,,0.0,0.0,24.2,13.9,228.0,1010.4,53.0,9.9,170.0,0.6,2.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
378,O'Hare Chicago,2022-03-16T19:00:00,65.9,65.9,44.0,45.13,0.0,0.0,,0.0,0.0,19.9,11.0,201.0,1010.4,79.8,9.9,27.0,0.1,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
379,O'Hare Chicago,2022-03-16T20:00:00,63.0,63.0,44.0,49.95,0.0,0.0,,0.0,0.0,13.6,6.9,199.0,1010.5,78.6,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
380,O'Hare Chicago,2022-03-16T21:00:00,60.0,60.0,44.0,55.34,0.0,0.0,,0.0,0.0,12.1,5.9,181.0,1010.6,24.5,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
381,O'Hare Chicago,2022-03-16T22:00:00,58.6,58.6,44.0,58.18,0.0,0.0,,0.0,0.0,14.8,6.8,189.0,1010.6,24.5,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
382,O'Hare Chicago,2022-03-16T23:00:00,57.4,57.4,44.0,60.67,0.0,0.0,,0.0,0.0,15.0,7.7,190.0,1010.3,24.5,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
383,O'Hare Chicago,2022-03-17T00:00:00,56.5,56.5,43.0,60.43,0.0,0.0,,0.0,0.0,12.8,4.8,208.0,1010.5,46.1,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
384,O'Hare Chicago,2022-03-17T01:00:00,55.9,55.9,43.0,61.96,0.0,0.0,,0.0,0.0,15.0,5.7,227.0,1010.5,26.6,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
385,O'Hare Chicago,2022-03-17T02:00:00,53.7,53.7,42.9,66.75,0.0,0.0,,0.0,0.0,15.9,7.8,216.0,1010.5,25.7,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
386,O'Hare Chicago,2022-03-17T03:00:00,52.7,52.7,41.9,66.76,0.0,0.0,,0.0,0.0,13.6,5.6,207.0,1010.5,45.0,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
387,O'Hare Chicago,2022-03-17T04:00:00,51.1,51.1,42.0,70.95,0.0,0.0,,0.0,0.0,13.6,5.5,215.0,1009.8,26.6,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,KPWK"
388,O'Hare Chicago,2022-03-17T05:00:00,49.7,47.5,40.8,71.39,0.0,0.0,,0.0,0.0,12.1,5.6,206.0,1010.1,48.2,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
389,O'Hare Chicago,2022-03-17T06:00:00,50.6,50.6,40.7,68.72,0.0,0.0,,0.0,0.0,11.9,6.6,204.0,1010.4,78.6,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
390,O'Hare Chicago,2022-03-17T07:00:00,49.6,49.1,40.7,71.41,0.0,0.0,,0.0,0.0,7.8,3.2,207.0,1010.6,48.2,9.8,10.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
391,O'Hare Chicago,2022-03-17T08:00:00,49.7,49.2,42.0,74.67,0.0,0.0,,0.0,0.0,8.9,3.2,252.0,1011.3,81.8,9.8,74.0,0.3,1.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
392,O'Hare Chicago,2022-03-17T09:00:00,53.3,53.3,43.1,68.18,0.0,0.0,,0.0,0.0,12.1,3.5,236.0,1011.5,92.3,9.9,187.0,0.7,2.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
393,O'Hare Chicago,2022-03-17T10:00:00,58.1,58.1,44.1,59.68,0.0,0.0,,0.0,0.0,7.6,6.9,240.0,1011.5,92.3,9.9,335.0,1.2,3.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
394,O'Hare Chicago,2022-03-17T11:00:00,61.2,61.2,44.2,53.46,0.0,0.0,,0.0,0.0,4.7,5.6,260.0,1011.7,92.3,9.9,375.0,1.4,4.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
395,O'Hare Chicago,2022-03-17T12:00:00,63.3,63.3,45.1,51.44,0.0,0.0,,0.0,0.0,4.9,4.4,207.0,1011.5,82.3,9.9,382.0,1.4,4.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
396,O'Hare Chicago,2022-03-17T13:00:00,68.0,68.0,45.1,43.67,0.0,0.0,,0.0,0.0,8.3,3.1,127.0,1011.2,81.8,9.9,493.0,1.8,5.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
397,O'Hare Chicago,2022-03-17T14:00:00,72.5,72.5,46.0,38.8,0.0,0.0,,0.0,0.0,11.6,4.1,121.0,1010.6,81.8,9.9,598.0,2.2,6.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
398,O'Hare Chicago,2022-03-17T15:00:00,66.6,66.6,44.7,45.29,0.0,0.0,,0.0,0.0,12.3,14.0,70.0,1010.5,89.5,9.9,185.0,0.7,2.0,3.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
399,O'Hare Chicago,2022-03-17T16:00:00,61.0,61.0,42.9,51.38,0.0,0.0,,0.0,0.0,11.0,14.3,40.0,1011.2,89.5,9.8,112.0,0.4,1.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
400,O'Hare Chicago,2022-03-17T17:00:00,57.9,57.9,42.1,55.45,0.0,0.0,,0.0,0.0,15.4,13.5,22.0,1011.5,81.8,9.8,232.0,0.8,2.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
401,O'Hare Chicago,2022-03-17T18:00:00,56.2,56.2,39.8,54.0,0.0,0.0,,0.0,0.0,15.0,10.1,23.0,1012.1,73.5,9.9,146.0,0.5,1.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
402,O'Hare Chicago,2022-03-17T19:00:00,53.2,53.2,38.0,56.19,0.0,0.0,,0.0,0.0,15.0,11.0,30.0,1013.2,50.3,9.8,28.0,0.1,0.0,10.0,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
403,O'Hare Chicago,2022-03-17T20:00:00,51.2,51.2,37.0,58.21,0.0,0.0,,0.0,0.0,19.0,9.1,21.0,1013.7,80.7,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
404,O'Hare Chicago,2022-03-17T21:00:00,50.0,45.4,37.1,61.01,0.0,0.0,,0.0,0.0,17.0,12.0,31.0,1013.7,51.9,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
405,O'Hare Chicago,2022-03-17T22:00:00,49.0,45.6,38.1,65.91,0.0,0.0,,0.0,0.0,11.0,7.9,30.0,1014.4,88.7,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
406,O'Hare Chicago,2022-03-17T23:00:00,48.8,46.2,39.7,70.69,0.0,0.0,,0.0,0.0,14.1,6.0,51.0,1013.8,81.8,9.8,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
407,O'Hare Chicago,2022-03-18T00:00:00,47.9,44.9,39.7,73.02,0.0,0.0,,0.0,0.0,10.3,6.6,31.0,1014.1,85.6,9.7,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
408,O'Hare Chicago,2022-03-18T01:00:00,47.1,43.8,39.6,75.24,0.0,0.0,,0.0,0.0,12.5,6.7,50.0,1013.6,86.2,9.8,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
409,O'Hare Chicago,2022-03-18T02:00:00,47.0,44.1,38.0,70.97,0.0,0.0,,0.0,0.0,22.4,5.8,58.0,1013.2,89.2,9.8,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
410,O'Hare Chicago,2022-03-18T03:00:00,46.2,41.0,38.0,73.1,0.0,0.0,,0.0,0.0,22.8,10.9,38.0,1012.9,89.7,9.8,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
411,O'Hare Chicago,2022-03-18T04:00:00,44.3,37.8,36.9,75.23,0.0,0.0,,0.0,0.0,19.5,13.3,30.0,1013.2,91.7,9.9,0.0,,0.0,10.0,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
412,O'Hare Chicago,2022-03-18T05:00:00,41.3,34.4,35.1,78.47,0.0,0.0,,0.0,0.0,17.7,12.2,27.0,1013.0,92.3,9.9,0.0,,0.0,10.0,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
413,O'Hare Chicago,2022-03-18T06:00:00,41.1,34.1,35.1,78.94,0.0,0.0,,0.0,0.0,23.0,12.5,29.0,1013.0,92.3,9.9,0.0,,0.0,10.0,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
414,O'Hare Chicago,2022-03-18T07:00:00,41.1,32.0,35.1,79.09,0.0,0.0,,0.0,0.0,27.0,19.5,29.0,1012.9,99.7,9.9,5.0,0.0,0.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
415,O'Hare Chicago,2022-03-18T08:00:00,41.1,31.5,35.0,78.85,0.0,0.0,,0.0,0.0,29.8,21.6,29.0,1013.0,96.3,9.9,31.0,0.1,0.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
416,O'Hare Chicago,2022-03-18T09:00:00,41.1,31.2,34.1,75.95,0.0,0.0,,0.0,0.0,33.1,23.4,30.0,1012.7,94.1,9.9,84.0,0.3,1.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
417,O'Hare Chicago,2022-03-18T10:00:00,43.1,34.2,34.1,70.52,0.0,0.0,,0.0,0.0,33.9,21.4,39.0,1012.0,97.1,9.9,89.0,0.3,1.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
418,O'Hare Chicago,2022-03-18T11:00:00,43.1,34.4,35.8,75.25,0.0,0.0,,0.0,0.0,34.2,20.9,49.0,1011.5,97.1,9.9,145.0,0.5,1.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
419,O'Hare Chicago,2022-03-18T12:00:00,44.2,35.9,35.1,70.15,0.0,0.0,,0.0,0.0,32.0,20.1,49.0,1010.3,94.8,9.9,162.0,0.6,2.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
420,O'Hare Chicago,2022-03-18T13:00:00,44.9,37.1,36.0,70.88,0.001,100.0,rain,0.0,0.0,29.9,19.1,48.0,1009.5,100.0,9.7,190.0,0.7,2.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
421,O'Hare Chicago,2022-03-18T14:00:00,42.2,33.6,38.0,84.89,0.084,100.0,rain,0.0,0.0,29.2,19.1,30.0,1007.8,100.0,9.6,134.0,0.5,1.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
422,O'Hare Chicago,2022-03-18T15:00:00,41.0,33.5,37.2,86.18,0.174,100.0,rain,0.0,0.0,21.9,13.8,37.0,1007.8,100.0,1.4,38.0,0.1,0.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
423,O'Hare Chicago,2022-03-18T16:00:00,41.0,32.3,37.2,86.21,0.109,100.0,rain,0.0,0.0,28.9,17.9,29.0,1006.4,100.0,3.1,55.0,0.2,1.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KPWK,74466504838"
424,O'Hare Chicago,2022-03-18T17:00:00,41.0,32.2,37.2,86.38,0.061,100.0,rain,0.0,0.0,28.9,17.9,29.0,1005.9,100.0,3.2,76.0,0.3,1.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KPWK,74466504838"
425,O'Hare Chicago,2022-03-18T18:00:00,41.0,31.5,37.3,86.34,0.011,100.0,rain,0.0,0.0,29.9,21.3,29.0,1005.1,100.0,5.1,25.0,0.1,0.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
426,O'Hare Chicago,2022-03-18T19:00:00,41.0,33.0,37.4,86.78,0.001,100.0,rain,0.0,0.0,25.5,15.6,29.0,1005.3,100.0,8.4,12.0,0.0,0.0,10.0,"Rain, Overcast",rain,"E1098,72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
427,O'Hare Chicago,2022-03-18T20:00:00,41.1,31.9,37.4,86.65,0.013,100.0,rain,0.0,0.0,24.2,19.9,28.0,1004.9,100.0,4.2,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
428,O'Hare Chicago,2022-03-18T21:00:00,40.0,31.3,37.4,90.35,0.027,100.0,rain,0.0,0.0,25.3,16.9,20.0,1004.3,100.0,2.2,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
429,O'Hare Chicago,2022-03-18T22:00:00,40.1,31.4,37.4,90.03,0.064,100.0,rain,0.0,0.0,24.2,16.7,29.0,1003.9,100.0,2.1,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
430,O'Hare Chicago,2022-03-18T23:00:00,40.1,31.4,37.4,90.03,0.048,100.0,rain,0.0,0.0,24.2,16.8,19.0,1003.3,100.0,2.5,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
431,O'Hare Chicago,2022-03-19T00:00:00,40.0,31.6,37.4,90.35,0.014,100.0,rain,0.0,0.0,23.3,15.8,19.0,1003.1,100.0,4.8,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
432,O'Hare Chicago,2022-03-19T01:00:00,40.0,31.8,37.3,90.13,0.018,100.0,rain,0.0,0.0,21.9,14.9,19.0,1002.7,100.0,6.1,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
433,O'Hare Chicago,2022-03-19T02:00:00,39.9,30.9,37.3,90.34,0.001,100.0,rain,0.0,0.0,25.9,17.8,19.0,1002.8,100.0,6.4,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
434,O'Hare Chicago,2022-03-19T03:00:00,39.9,31.1,37.2,89.93,0.003,100.0,rain,0.0,0.0,27.7,16.9,9.0,1002.7,100.0,6.3,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
435,O'Hare Chicago,2022-03-19T04:00:00,39.8,31.2,36.1,86.62,0.019,100.0,rain,0.0,0.0,26.1,16.0,359.0,1002.7,100.0,4.1,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
436,O'Hare Chicago,2022-03-19T05:00:00,39.0,30.7,36.1,89.14,0.001,100.0,rain,0.0,0.0,23.7,14.5,359.0,1003.0,100.0,8.0,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
437,O'Hare Chicago,2022-03-19T06:00:00,38.1,30.0,35.3,89.27,0.0,0.0,,0.0,0.0,18.3,13.5,351.0,1003.6,100.0,5.3,0.0,,0.0,10.0,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
438,O'Hare Chicago,2022-03-19T07:00:00,38.1,30.7,35.2,89.27,0.001,100.0,rain,0.0,0.0,24.2,11.4,349.0,1004.3,100.0,9.7,0.0,,0.0,10.0,"Rain, Overcast",rain,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
439,O'Hare Chicago,2022-03-19T08:00:00,38.1,30.2,34.3,85.99,0.002,100.0,rain,0.0,0.0,21.0,12.7,339.0,1005.1,100.0,9.7,7.0,0.0,0.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
440,O'Hare Chicago,2022-03-19T09:00:00,38.1,30.7,35.1,88.65,0.0,0.0,,0.0,0.0,19.7,11.6,331.0,1006.1,100.0,9.9,39.0,0.1,0.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
441,O'Hare Chicago,2022-03-19T10:00:00,39.0,32.7,35.9,88.69,0.0,0.0,,0.0,0.0,17.9,9.2,322.0,1006.9,100.0,9.9,73.0,0.3,1.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
442,O'Hare Chicago,2022-03-19T11:00:00,39.0,32.6,35.1,85.77,0.001,100.0,rain,0.0,0.0,15.4,9.7,319.0,1007.8,100.0,9.9,104.0,0.4,1.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
443,O'Hare Chicago,2022-03-19T12:00:00,39.0,31.0,34.2,82.81,0.0,0.0,,0.0,0.0,15.0,13.6,309.0,1008.7,100.0,9.9,95.0,0.3,1.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
444,O'Hare Chicago,2022-03-19T13:00:00,39.0,32.2,35.0,85.55,0.011,100.0,rain,0.0,0.0,21.9,10.5,309.0,1009.5,100.0,6.7,124.0,0.4,1.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
445,O'Hare Chicago,2022-03-19T14:00:00,39.1,31.6,35.2,85.61,0.001,100.0,rain,0.0,0.0,18.3,12.3,308.0,1010.2,100.0,6.5,147.0,0.5,1.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
446,O'Hare Chicago,2022-03-19T15:00:00,40.0,33.4,36.0,85.52,0.012,100.0,rain,0.0,0.0,20.4,10.6,301.0,1010.6,100.0,9.8,165.0,0.6,2.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
447,O'Hare Chicago,2022-03-19T16:00:00,41.1,34.9,36.1,82.12,0.0,0.0,,0.0,0.0,19.0,10.2,309.0,1011.1,100.0,9.9,89.0,0.3,1.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
448,O'Hare Chicago,2022-03-19T17:00:00,43.1,38.2,38.0,82.1,0.0,0.0,,0.0,0.0,19.7,8.2,300.0,1012.0,100.0,9.9,55.0,0.2,1.0,10.0,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
449,O'Hare Chicago,2022-03-19T18:00:00,43.1,37.0,38.1,82.24,0.011,100.0,rain,0.0,0.0,21.9,11.3,298.0,1012.8,100.0,9.9,38.0,0.1,0.0,10.0,"Rain, Overcast",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
450,O'Hare Chicago,2022-03-19T19:00:00,43.2,38.5,38.1,82.23,0.011,100.0,rain,0.0,0.0,20.8,7.9,290.0,1013.7,89.5,9.9,17.0,0.1,0.0,10.0,"Rain, Partially cloudy",rain,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
451,O'Hare Chicago,2022-03-19T20:00:00,43.1,41.4,38.1,82.24,0.0,0.0,,0.0,0.0,10.7,3.5,272.0,1014.3,85.6,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
452,O'Hare Chicago,2022-03-19T21:00:00,42.3,42.3,36.3,79.26,0.0,0.0,,0.0,0.0,3.8,0.2,353.0,1014.6,48.2,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
453,O'Hare Chicago,2022-03-19T22:00:00,39.7,39.7,36.0,86.33,0.0,0.0,,0.0,0.0,2.9,0.0,0.0,1015.0,46.1,9.8,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
454,O'Hare Chicago,2022-03-19T23:00:00,38.7,34.6,35.1,86.74,0.0,0.0,,0.0,0.0,6.9,5.4,244.0,1015.4,26.6,9.2,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
455,O'Hare Chicago,2022-03-20T00:00:00,38.5,36.5,33.9,83.34,0.0,0.0,,0.0,0.0,11.2,3.2,273.0,1015.9,23.7,9.2,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KPWK,74466504838"
456,O'Hare Chicago,2022-03-20T01:00:00,37.8,34.4,33.0,82.72,0.0,0.0,,0.0,0.0,11.9,4.4,283.0,1016.5,0.0,9.9,0.0,,0.0,10.0,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
457,O'Hare Chicago,2022-03-20T02:00:00,37.5,33.0,31.8,79.64,0.0,0.0,,0.0,0.0,13.0,5.7,261.0,1016.9,0.0,9.9,0.0,,0.0,10.0,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
458,O'Hare Chicago,2022-03-20T03:00:00,36.7,31.0,30.8,78.72,0.0,0.0,,0.0,0.0,11.0,7.4,274.0,1017.4,0.0,9.9,0.0,,0.0,10.0,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
459,O'Hare Chicago,2022-03-20T04:00:00,36.7,31.5,29.7,75.72,0.0,0.0,,0.0,0.0,11.6,6.5,283.0,1017.7,0.0,9.9,0.0,,0.0,10.0,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
460,O'Hare Chicago,2022-03-20T05:00:00,35.7,30.4,29.7,78.73,0.0,0.0,,0.0,0.0,8.3,6.3,274.0,1018.0,0.0,9.9,0.0,,0.0,10.0,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
461,O'Hare Chicago,2022-03-20T06:00:00,35.6,30.3,28.9,76.43,0.0,0.0,,0.0,0.0,7.2,6.3,262.0,1018.5,23.1,9.9,0.0,,0.0,10.0,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
